Date,Equipment_ID,Equipment_Type,Department,Available_Hours,Actual_Operating_Hours,Utilization_Rate,Number_of_Procedures,Daily_Operating_Cost,Maintenance_Cost,Procedure_Revenue,Day_of_Week,Month,Is_Weekend
2024-02-06,MRI_B11,MRI Scanner,Radiology,16,14.28,0.893,47,6426.33,0.0,60541.48,Tuesday,February,False
2024-02-06,CT_C12,CT Scanner,Radiology,20,15.44,0.772,39,5867.81,0.0,33460.47,Tuesday,February,False
2024-02-07,MRI_A01,MRI Scanner,Radiology,16,12.17,0.761,37,5475.66,217.38,49565.98,Wednesday,February,False
2024-02-07,CT_B02,CT Scanner,Radiology,20,17.64,0.882,49,6701.82,0.0,44936.05,Wednesday,February,False
2024-02-07,XRAY_C03,X-Ray Machine,Radiology,12,9.96,0.83,11,1195.47,0.0,1761.85,Wednesday,February,False
2024-02-07,US_A04,Ultrasound,Radiology,10,9.36,0.936,21,795.47,0.0,4142.27,Wednesday,February,False
2024-02-07,MAMMO_B05,Mammography Unit,Women's Health,8,6.32,0.791,20,948.69,0.0,5657.46,Wednesday,February,False
2024-02-07,MRI_C06,MRI Scanner,Radiology,16,9.57,0.598,27,4304.43,0.0,31602.76,Wednesday,February,False
2024-02-07,CT_A07,CT Scanner,Radiology,20,14.98,0.749,53,5690.96,0.0,46861.02,Wednesday,February,False
2024-02-07,XRAY_B08,X-Ray Machine,Radiology,12,10.99,0.916,30,1319.38,0.0,4219.81,Wednesday,February,False
2024-02-07,US_C09,Ultrasound,Radiology,10,7.31,0.731,15,621.47,0.0,2603.99,Wednesday,February,False
2024-02-07,MAMMO_A10,Mammography Unit,Women's Health,8,4.45,0.556,6,667.15,0.0,1274.29,Wednesday,February,False
2024-02-07,MRI_B11,MRI Scanner,Radiology,16,13.82,0.864,35,6220.86,127.12,46554.81,Wednesday,February,False
2024-02-07,CT_C12,CT Scanner,Radiology,20,15.61,0.781,42,5933.29,0.0,48122.68,Wednesday,February,False
2024-02-08,MRI_A01,MRI Scanner,Radiology,16,11.62,0.726,32,5227.06,155.69,39431.66,Thursday,February,False
2024-02-08,CT_B02,CT Scanner,Radiology,20,17.25,0.862,24,6554.43,0.0,25706.57,Thursday,February,False
2024-02-08,XRAY_C03,X-Ray Machine,Radiology,12,7.67,0.639,16,920.28,0.0,2036.71,Thursday,February,False
2024-02-08,US_A04,Ultrasound,Radiology,10,8.33,0.833,20,708.06,0.0,3367.52,Thursday,February,False
2024-02-08,MAMMO_B05,Mammography Unit,Women's Health,8,6.23,0.779,14,934.81,0.0,3551.38,Thursday,February,False
2024-02-08,MRI_C06,MRI Scanner,Radiology,16,12.35,0.772,27,5556.46,0.0,31529.96,Thursday,February,False
2024-02-08,CT_A07,CT Scanner,Radiology,20,14.86,0.743,21,5647.23,164.04,21775.44,Thursday,February,False
2024-02-08,XRAY_B08,X-Ray Machine,Radiology,12,6.74,0.562,18,808.75,0.0,2654.56,Thursday,February,False
2024-02-08,US_C09,Ultrasound,Radiology,10,5.26,0.526,16,446.71,0.0,3266.15,Thursday,February,False
2024-02-08,MAMMO_A10,Mammography Unit,Women's Health,8,6.01,0.752,16,902.15,231.83,3542.51,Thursday,February,False
2024-02-08,MRI_B11,MRI Scanner,Radiology,16,12.26,0.766,30,5517.24,0.0,35250.78,Thursday,February,False
2024-02-08,CT_C12,CT Scanner,Radiology,20,20.0,1.0,45,7600.0,207.99,36337.92,Thursday,February,False
2024-02-09,MRI_A01,MRI Scanner,Radiology,16,15.04,0.94,31,6766.96,0.0,38952.04,Friday,February,False
2024-02-09,CT_B02,CT Scanner,Radiology,20,19.03,0.951,65,7231.19,0.0,54138.98,Friday,February,False
2024-02-09,XRAY_C03,X-Ray Machine,Radiology,12,9.96,0.83,21,1195.35,0.0,3316.34,Friday,February,False
2024-02-09,US_A04,Ultrasound,Radiology,10,7.78,0.778,12,661.46,0.0,2233.64,Friday,February,False
2024-02-09,MAMMO_B05,Mammography Unit,Women's Health,8,6.89,0.861,11,1033.04,0.0,2478.63,Friday,February,False
2024-02-09,MRI_C06,MRI Scanner,Radiology,16,15.56,0.972,36,7000.58,139.28,41869.29,Friday,February,False
2024-02-09,CT_A07,CT Scanner,Radiology,20,18.87,0.944,59,7171.05,0.0,60511.08,Friday,February,False
2024-02-09,XRAY_B08,X-Ray Machine,Radiology,12,7.47,0.623,16,896.96,0.0,2631.56,Friday,February,False
2024-02-09,US_C09,Ultrasound,Radiology,10,9.58,0.958,18,814.72,0.0,3386.71,Friday,February,False
2024-02-09,MAMMO_A10,Mammography Unit,Women's Health,8,7.83,0.978,17,1173.93,176.31,4243.86,Friday,February,False
2024-02-09,MRI_B11,MRI Scanner,Radiology,16,13.31,0.832,33,5989.99,0.0,35251.34,Friday,February,False
2024-02-09,CT_C12,CT Scanner,Radiology,20,16.13,0.807,25,6130.03,0.0,21701.28,Friday,February,False
2024-02-10,MRI_A01,MRI Scanner,Radiology,16,5.47,0.342,12,2461.08,0.0,12182.88,Saturday,February,True
2024-02-10,CT_B02,CT Scanner,Radiology,20,5.37,0.269,14,2041.81,0.0,10030.91,Saturday,February,True
2024-02-10,XRAY_C03,X-Ray Machine,Radiology,12,4.62,0.385,16,554.03,0.0,2347.4,Saturday,February,True
2024-02-10,US_A04,Ultrasound,Radiology,10,3.59,0.359,7,304.79,0.0,1277.72,Saturday,February,True
2024-02-10,MAMMO_B05,Mammography Unit,Women's Health,8,1.81,0.227,4,271.86,0.0,1006.11,Saturday,February,True
2024-02-10,MRI_C06,MRI Scanner,Radiology,16,5.27,0.33,15,2373.39,108.76,21733.35,Saturday,February,True
2024-02-10,CT_A07,CT Scanner,Radiology,20,5.92,0.296,7,2248.61,0.0,6119.82,Saturday,February,True
2024-02-10,XRAY_B08,X-Ray Machine,Radiology,12,3.37,0.281,9,404.66,0.0,1184.01,Saturday,February,True
2024-02-10,US_C09,Ultrasound,Radiology,10,3.12,0.312,7,265.02,0.0,1385.17,Saturday,February,True
2024-02-10,MAMMO_A10,Mammography Unit,Women's Health,8,0.94,0.118,2,141.65,0.0,512.69,Saturday,February,True
2024-02-10,MRI_B11,MRI Scanner,Radiology,16,5.25,0.328,15,2362.04,204.9,17348.83,Saturday,February,True
2024-02-10,CT_C12,CT Scanner,Radiology,20,7.07,0.353,15,2686.19,0.0,14678.78,Saturday,February,True
2024-02-11,MRI_A01,MRI Scanner,Radiology,16,5.16,0.323,12,2322.91,0.0,14767.59,Sunday,February,True
2024-02-11,CT_B02,CT Scanner,Radiology,20,7.8,0.39,13,2965.54,0.0,10713.99,Sunday,February,True
2024-02-11,XRAY_C03,X-Ray Machine,Radiology,12,2.61,0.217,8,312.64,0.0,1525.91,Sunday,February,True
2024-02-11,US_A04,Ultrasound,Radiology,10,2.63,0.263,8,223.33,0.0,1546.1,Sunday,February,True
2024-02-11,MAMMO_B05,Mammography Unit,Women's Health,8,2.28,0.284,5,341.34,0.0,1395.73,Sunday,February,True
2024-02-11,MRI_C06,MRI Scanner,Radiology,16,4.6,0.288,11,2071.68,0.0,14524.71,Sunday,February,True
2024-02-11,CT_A07,CT Scanner,Radiology,20,7.43,0.371,19,2823.27,297.85,16687.18,Sunday,February,True
2024-02-11,XRAY_B08,X-Ray Machine,Radiology,12,3.94,0.329,12,473.1,151.42,1551.67,Sunday,February,True
2024-02-11,US_C09,Ultrasound,Radiology,10,2.4,0.24,7,203.91,0.0,1325.01,Sunday,February,True
2024-02-11,MAMMO_A10,Mammography Unit,Women's Health,8,2.47,0.309,6,370.24,235.78,1620.06,Sunday,February,True
2024-02-11,MRI_B11,MRI Scanner,Radiology,16,5.52,0.345,17,2485.85,0.0,21844.94,Sunday,February,True
2024-02-11,CT_C12,CT Scanner,Radiology,20,6.06,0.303,15,2304.18,0.0,13279.86,Sunday,February,True
2024-02-12,MRI_A01,MRI Scanner,Radiology,16,10.21,0.638,22,4595.51,0.0,26018.47,Monday,February,False
2024-02-12,CT_B02,CT Scanner,Radiology,20,17.26,0.863,41,6557.39,0.0,29912.56,Monday,February,False
2024-02-12,XRAY_C03,X-Ray Machine,Radiology,12,8.26,0.688,20,991.29,0.0,2754.87,Monday,February,False
2024-02-12,US_A04,Ultrasound,Radiology,10,6.71,0.671,17,570.63,119.62,3140.67,Monday,February,False
2024-02-12,MAMMO_B05,Mammography Unit,Women's Health,8,3.57,0.446,7,535.41,0.0,1722.89,Monday,February,False
2024-02-12,MRI_C06,MRI Scanner,Radiology,16,13.68,0.855,32,6156.8,0.0,40832.11,Monday,February,False
2024-02-12,CT_A07,CT Scanner,Radiology,20,18.53,0.926,34,7039.5,0.0,25542.07,Monday,February,False
2024-02-12,XRAY_B08,X-Ray Machine,Radiology,12,10.4,0.867,21,1247.85,0.0,3255.54,Monday,February,False
2024-02-12,US_C09,Ultrasound,Radiology,10,2.17,0.217,5,184.35,0.0,935.11,Monday,February,False
2024-02-12,MAMMO_A10,Mammography Unit,Women's Health,8,5.1,0.638,9,765.38,0.0,2425.99,Monday,February,False
2024-02-12,MRI_B11,MRI Scanner,Radiology,16,13.14,0.821,36,5914.47,0.0,38207.7,Monday,February,False
2024-02-12,CT_C12,CT Scanner,Radiology,20,17.16,0.858,36,6519.52,0.0,35283.33,Monday,February,False
2024-02-13,MRI_A01,MRI Scanner,Radiology,16,10.33,0.646,23,4649.71,0.0,25871.72,Tuesday,February,False
2024-02-13,CT_B02,CT Scanner,Radiology,20,17.04,0.852,50,6474.03,148.36,48712.94,Tuesday,February,False
2024-02-13,XRAY_C03,X-Ray Machine,Radiology,12,5.93,0.494,12,711.24,0.0,1745.33,Tuesday,February,False
2024-02-13,US_A04,Ultrasound,Radiology,10,8.17,0.817,18,694.1,0.0,3694.52,Tuesday,February,False
2024-02-13,MAMMO_B05,Mammography Unit,Women's Health,8,5.11,0.639,14,766.46,0.0,3451.92,Tuesday,February,False
2024-02-13,MRI_C06,MRI Scanner,Radiology,16,11.84,0.74,41,5329.21,0.0,56199.92,Tuesday,February,False
2024-02-13,CT_A07,CT Scanner,Radiology,20,19.22,0.961,57,7304.71,0.0,57641.35,Tuesday,February,False
2024-02-13,XRAY_B08,X-Ray Machine,Radiology,12,5.52,0.46,16,662.44,230.79,2688.93,Tuesday,February,False
2024-02-13,US_C09,Ultrasound,Radiology,10,6.78,0.678,15,576.04,0.0,2150.24,Tuesday,February,False
2024-02-13,MAMMO_A10,Mammography Unit,Women's Health,8,4.83,0.603,8,724.05,0.0,1958.11,Tuesday,February,False
2024-02-13,MRI_B11,MRI Scanner,Radiology,16,10.78,0.674,26,4851.21,0.0,35053.58,Tuesday,February,False
2024-02-13,CT_C12,CT Scanner,Radiology,20,16.23,0.812,37,6168.08,0.0,34906.81,Tuesday,February,False
2024-02-14,MRI_A01,MRI Scanner,Radiology,16,14.49,0.906,35,6522.24,0.0,46077.95,Wednesday,February,False
2024-02-14,CT_B02,CT Scanner,Radiology,20,20.0,1.0,42,7600.0,0.0,36220.1,Wednesday,February,False
2024-02-14,XRAY_C03,X-Ray Machine,Radiology,12,5.92,0.493,18,710.58,0.0,3117.96,Wednesday,February,False
2024-02-14,US_A04,Ultrasound,Radiology,10,5.78,0.578,15,491.45,0.0,2955.53,Wednesday,February,False
2024-02-14,MAMMO_B05,Mammography Unit,Women's Health,8,3.93,0.491,9,589.41,112.81,2276.78,Wednesday,February,False
2024-02-14,MRI_C06,MRI Scanner,Radiology,16,8.34,0.521,16,3752.66,188.57,17290.85,Wednesday,February,False
2024-02-14,CT_A07,CT Scanner,Radiology,20,10.85,0.543,26,4123.15,0.0,23218.95,Wednesday,February,False
2024-02-14,XRAY_B08,X-Ray Machine,Radiology,12,7.83,0.653,21,939.89,0.0,3136.87,Wednesday,February,False
2024-02-14,US_C09,Ultrasound,Radiology,10,5.11,0.511,15,434.41,0.0,3036.23,Wednesday,February,False
2024-02-14,MAMMO_A10,Mammography Unit,Women's Health,8,7.28,0.91,17,1091.42,0.0,4331.7,Wednesday,February,False
2024-02-14,MRI_B11,MRI Scanner,Radiology,16,12.24,0.765,40,5510.0,0.0,52745.61,Wednesday,February,False
2024-02-14,CT_C12,CT Scanner,Radiology,20,13.76,0.688,39,5227.48,0.0,37476.15,Wednesday,February,False
2024-02-15,MRI_A01,MRI Scanner,Radiology,16,8.16,0.51,17,3671.02,162.84,18774.11,Thursday,February,False
2024-02-15,CT_B02,CT Scanner,Radiology,20,20.0,1.0,48,7600.0,0.0,43290.23,Thursday,February,False
2024-02-15,XRAY_C03,X-Ray Machine,Radiology,12,8.3,0.692,15,995.8,0.0,2111.32,Thursday,February,False
2024-02-15,US_A04,Ultrasound,Radiology,10,7.54,0.754,15,641.08,0.0,2666.56,Thursday,February,False
2024-02-15,MAMMO_B05,Mammography Unit,Women's Health,8,5.19,0.649,14,779.16,0.0,3899.05,Thursday,February,False
2024-02-15,MRI_C06,MRI Scanner,Radiology,16,9.19,0.574,26,4136.38,0.0,30469.86,Thursday,February,False
2024-02-15,CT_A07,CT Scanner,Radiology,20,18.12,0.906,54,6885.32,0.0,48230.88,Thursday,February,False
2024-02-15,XRAY_B08,X-Ray Machine,Radiology,12,5.45,0.454,13,653.71,0.0,1636.51,Thursday,February,False
2024-02-15,US_C09,Ultrasound,Radiology,10,7.3,0.73,25,620.12,200.34,5420.76,Thursday,February,False
2024-02-15,MAMMO_A10,Mammography Unit,Women's Health,8,3.81,0.476,13,571.77,0.0,2634.3,Thursday,February,False
2024-02-15,MRI_B11,MRI Scanner,Radiology,16,8.58,0.536,20,3862.13,222.39,24890.63,Thursday,February,False
2024-02-15,CT_C12,CT Scanner,Radiology,20,17.12,0.856,45,6503.74,0.0,48698.45,Thursday,February,False
2024-02-16,MRI_A01,MRI Scanner,Radiology,16,8.73,0.546,22,3927.77,0.0,24652.37,Friday,February,False
2024-02-16,CT_B02,CT Scanner,Radiology,20,18.32,0.916,40,6960.42,0.0,37533.19,Friday,February,False
2024-02-16,XRAY_C03,X-Ray Machine,Radiology,12,7.84,0.653,17,940.96,0.0,2674.41,Friday,February,False
2024-02-16,US_A04,Ultrasound,Radiology,10,5.46,0.546,15,464.24,0.0,2713.07,Friday,February,False
2024-02-16,MAMMO_B05,Mammography Unit,Women's Health,8,5.56,0.694,18,833.38,0.0,4660.03,Friday,February,False
2024-02-16,MRI_C06,MRI Scanner,Radiology,16,13.48,0.843,32,6067.97,0.0,33598.43,Friday,February,False
2024-02-16,CT_A07,CT Scanner,Radiology,20,18.45,0.923,54,7011.32,0.0,46402.84,Friday,February,False
2024-02-16,XRAY_B08,X-Ray Machine,Radiology,12,7.47,0.622,15,896.13,304.99,2194.42,Friday,February,False
2024-02-16,US_C09,Ultrasound,Radiology,10,6.43,0.643,13,546.27,0.0,2250.53,Friday,February,False
2024-02-16,MAMMO_A10,Mammography Unit,Women's Health,8,2.23,0.279,5,335.22,0.0,1268.8,Friday,February,False
2024-02-16,MRI_B11,MRI Scanner,Radiology,16,7.52,0.47,22,3384.14,0.0,27473.1,Friday,February,False
2024-02-16,CT_C12,CT Scanner,Radiology,20,13.21,0.66,42,5019.39,0.0,33094.54,Friday,February,False
2024-02-17,MRI_A01,MRI Scanner,Radiology,16,4.81,0.301,9,2166.17,0.0,11031.02,Saturday,February,True
2024-02-17,CT_B02,CT Scanner,Radiology,20,6.62,0.331,11,2514.9,0.0,11863.55,Saturday,February,True
2024-02-17,XRAY_C03,X-Ray Machine,Radiology,12,4.52,0.376,11,542.07,0.0,1778.58,Saturday,February,True
2024-02-17,US_A04,Ultrasound,Radiology,10,2.61,0.261,8,222.19,0.0,1535.13,Saturday,February,True
2024-02-17,MAMMO_B05,Mammography Unit,Women's Health,8,0.99,0.124,2,148.69,0.0,472.46,Saturday,February,True
2024-02-17,MRI_C06,MRI Scanner,Radiology,16,3.81,0.238,8,1716.67,222.19,7099.95,Saturday,February,True
2024-02-17,CT_A07,CT Scanner,Radiology,20,6.99,0.35,19,2656.58,0.0,17791.34,Saturday,February,True
2024-02-17,XRAY_B08,X-Ray Machine,Radiology,12,4.02,0.335,11,481.92,0.0,1356.53,Saturday,February,True
2024-02-17,US_C09,Ultrasound,Radiology,10,3.0,0.3,6,255.39,195.92,1282.83,Saturday,February,True
2024-02-17,MAMMO_A10,Mammography Unit,Women's Health,8,0.8,0.1,1,120.0,0.0,224.42,Saturday,February,True
2024-02-17,MRI_B11,MRI Scanner,Radiology,16,5.45,0.341,10,2453.49,0.0,11697.92,Saturday,February,True
2024-02-17,CT_C12,CT Scanner,Radiology,20,7.89,0.394,15,2997.55,0.0,11882.32,Saturday,February,True
2024-02-18,MRI_A01,MRI Scanner,Radiology,16,4.35,0.272,11,1959.38,0.0,15126.85,Sunday,February,True
2024-02-18,CT_B02,CT Scanner,Radiology,20,5.15,0.257,11,1956.51,0.0,10126.29,Sunday,February,True
2024-02-18,XRAY_C03,X-Ray Machine,Radiology,12,2.4,0.2,6,288.3,0.0,951.16,Sunday,February,True
2024-02-18,US_A04,Ultrasound,Radiology,10,2.87,0.287,4,243.73,0.0,863.43,Sunday,February,True
2024-02-18,MAMMO_B05,Mammography Unit,Women's Health,8,1.67,0.209,4,251.14,0.0,769.08,Sunday,February,True
2024-02-18,MRI_C06,MRI Scanner,Radiology,16,4.95,0.309,15,2227.85,0.0,19791.96,Sunday,February,True
2024-02-18,CT_A07,CT Scanner,Radiology,20,7.02,0.351,19,2667.93,0.0,16377.3,Sunday,February,True
2024-02-18,XRAY_B08,X-Ray Machine,Radiology,12,3.7,0.309,8,444.55,0.0,1264.8,Sunday,February,True
2024-02-18,US_C09,Ultrasound,Radiology,10,3.08,0.308,8,261.91,0.0,1701.38,Sunday,February,True
2024-02-18,MAMMO_A10,Mammography Unit,Women's Health,8,1.98,0.247,2,296.45,0.0,496.26,Sunday,February,True
2024-02-18,MRI_B11,MRI Scanner,Radiology,16,5.47,0.342,15,2460.47,0.0,17891.48,Sunday,February,True
2024-02-18,CT_C12,CT Scanner,Radiology,20,7.24,0.362,20,2749.91,0.0,16197.41,Sunday,February,True
2024-02-19,MRI_A01,MRI Scanner,Radiology,16,13.2,0.825,33,5940.72,290.96,39758.15,Monday,February,False
2024-02-19,CT_B02,CT Scanner,Radiology,20,16.43,0.821,43,6243.0,0.0,30366.56,Monday,February,False
2024-02-19,XRAY_C03,X-Ray Machine,Radiology,12,10.17,0.847,22,1220.38,0.0,3015.28,Monday,February,False
2024-02-19,US_A04,Ultrasound,Radiology,10,7.6,0.76,22,646.21,0.0,4700.77,Monday,February,False
2024-02-19,MAMMO_B05,Mammography Unit,Women's Health,8,2.61,0.327,8,392.17,0.0,2052.25,Monday,February,False
2024-02-19,MRI_C06,MRI Scanner,Radiology,16,12.17,0.76,26,5475.33,0.0,27988.36,Monday,February,False
2024-02-19,CT_A07,CT Scanner,Radiology,20,13.75,0.688,23,5226.36,0.0,23003.26,Monday,February,False
2024-02-19,XRAY_B08,X-Ray Machine,Radiology,12,6.32,0.527,15,758.39,0.0,2129.44,Monday,February,False
2024-02-19,US_C09,Ultrasound,Radiology,10,4.27,0.427,8,362.8,261.79,1686.57,Monday,February,False
2024-02-19,MAMMO_A10,Mammography Unit,Women's Health,8,4.55,0.569,14,683.16,0.0,3901.32,Monday,February,False
2024-02-19,MRI_B11,MRI Scanner,Radiology,16,11.14,0.696,20,5011.45,0.0,23293.76,Monday,February,False
2024-02-19,CT_C12,CT Scanner,Radiology,20,15.73,0.787,35,5978.43,0.0,26244.38,Monday,February,False
2024-02-20,MRI_A01,MRI Scanner,Radiology,16,12.08,0.755,25,5435.42,0.0,34540.79,Tuesday,February,False
2024-02-20,CT_B02,CT Scanner,Radiology,20,15.53,0.776,33,5900.61,0.0,34753.52,Tuesday,February,False
2024-02-20,XRAY_C03,X-Ray Machine,Radiology,12,4.57,0.381,9,548.1,0.0,1114.09,Tuesday,February,False
2024-02-20,US_A04,Ultrasound,Radiology,10,6.8,0.68,20,577.59,0.0,3485.62,Tuesday,February,False
2024-02-20,MAMMO_B05,Mammography Unit,Women's Health,8,3.65,0.456,9,546.78,195.83,2291.78,Tuesday,February,False
2024-02-20,MRI_C06,MRI Scanner,Radiology,16,12.47,0.78,26,5613.11,0.0,27145.31,Tuesday,February,False
2024-02-20,CT_A07,CT Scanner,Radiology,20,18.99,0.95,55,7216.72,0.0,43816.1,Tuesday,February,False
2024-02-20,XRAY_B08,X-Ray Machine,Radiology,12,4.4,0.367,13,527.77,0.0,2148.44,Tuesday,February,False
2024-02-20,US_C09,Ultrasound,Radiology,10,7.43,0.743,20,631.92,0.0,4136.24,Tuesday,February,False
2024-02-20,MAMMO_A10,Mammography Unit,Women's Health,8,7.46,0.933,21,1119.44,0.0,5129.57,Tuesday,February,False
2024-02-20,MRI_B11,MRI Scanner,Radiology,16,11.9,0.743,20,5353.04,0.0,25234.21,Tuesday,February,False
2024-02-20,CT_C12,CT Scanner,Radiology,20,16.74,0.837,46,6359.89,0.0,43737.47,Tuesday,February,False
2024-02-21,MRI_A01,MRI Scanner,Radiology,16,9.55,0.597,23,4298.76,191.28,28473.65,Wednesday,February,False
2024-02-21,CT_B02,CT Scanner,Radiology,20,17.46,0.873,29,6632.97,0.0,24954.19,Wednesday,February,False
2024-02-21,XRAY_C03,X-Ray Machine,Radiology,12,11.58,0.965,36,1389.49,0.0,5836.07,Wednesday,February,False
2024-02-21,US_A04,Ultrasound,Radiology,10,5.44,0.544,14,462.64,228.4,2580.55,Wednesday,February,False
2024-02-21,MAMMO_B05,Mammography Unit,Women's Health,8,3.7,0.462,7,554.27,158.41,2048.38,Wednesday,February,False
2024-02-21,MRI_C06,MRI Scanner,Radiology,16,11.28,0.705,37,5075.13,249.85,46618.6,Wednesday,February,False
2024-02-21,CT_A07,CT Scanner,Radiology,20,18.13,0.907,46,6890.47,0.0,44474.71,Wednesday,February,False
2024-02-21,XRAY_B08,X-Ray Machine,Radiology,12,10.86,0.905,30,1303.29,0.0,4156.52,Wednesday,February,False
2024-02-21,US_C09,Ultrasound,Radiology,10,7.06,0.706,20,600.16,0.0,3916.27,Wednesday,February,False
2024-02-21,MAMMO_A10,Mammography Unit,Women's Health,8,2.05,0.256,5,307.73,0.0,1287.98,Wednesday,February,False
2024-02-21,MRI_B11,MRI Scanner,Radiology,16,13.73,0.858,32,6179.29,0.0,43980.52,Wednesday,February,False
2024-02-21,CT_C12,CT Scanner,Radiology,20,18.99,0.95,37,7217.61,0.0,39935.08,Wednesday,February,False
2024-02-22,MRI_A01,MRI Scanner,Radiology,16,10.16,0.635,22,4572.01,0.0,28669.31,Thursday,February,False
2024-02-22,CT_B02,CT Scanner,Radiology,20,15.34,0.767,38,5830.37,0.0,32513.52,Thursday,February,False
2024-02-22,XRAY_C03,X-Ray Machine,Radiology,12,10.92,0.91,20,1310.19,0.0,3243.96,Thursday,February,False
2024-02-22,US_A04,Ultrasound,Radiology,10,7.87,0.787,15,668.81,0.0,3171.18,Thursday,February,False
2024-02-22,MAMMO_B05,Mammography Unit,Women's Health,8,6.35,0.794,14,952.36,0.0,3285.72,Thursday,February,False
2024-02-22,MRI_C06,MRI Scanner,Radiology,16,12.24,0.765,20,5507.57,0.0,20757.42,Thursday,February,False
2024-02-22,CT_A07,CT Scanner,Radiology,20,13.83,0.691,37,5253.92,0.0,35122.39,Thursday,February,False
2024-02-22,XRAY_B08,X-Ray Machine,Radiology,12,5.33,0.444,9,639.08,0.0,1318.98,Thursday,February,False
2024-02-22,US_C09,Ultrasound,Radiology,10,5.64,0.564,14,479.21,0.0,3635.87,Thursday,February,False
2024-02-22,MAMMO_A10,Mammography Unit,Women's Health,8,5.47,0.684,15,820.24,0.0,3907.54,Thursday,February,False
2024-02-22,MRI_B11,MRI Scanner,Radiology,16,13.46,0.841,47,6055.4,0.0,50021.79,Thursday,February,False
2024-02-22,CT_C12,CT Scanner,Radiology,20,14.63,0.731,40,5559.12,0.0,34497.48,Thursday,February,False
2024-02-23,MRI_A01,MRI Scanner,Radiology,16,11.29,0.706,33,5081.3,0.0,43237.08,Friday,February,False
2024-02-23,CT_B02,CT Scanner,Radiology,20,16.33,0.816,44,6203.71,0.0,38740.61,Friday,February,False
2024-02-23,XRAY_C03,X-Ray Machine,Radiology,12,7.13,0.594,26,856.04,0.0,4068.85,Friday,February,False
2024-02-23,US_A04,Ultrasound,Radiology,10,6.77,0.677,14,575.13,0.0,3085.99,Friday,February,False
2024-02-23,MAMMO_B05,Mammography Unit,Women's Health,8,8.0,1.0,13,1200.0,0.0,2639.02,Friday,February,False
2024-02-23,MRI_C06,MRI Scanner,Radiology,16,14.61,0.913,44,6572.8,0.0,38883.25,Friday,February,False
2024-02-23,CT_A07,CT Scanner,Radiology,20,17.01,0.85,45,6463.08,0.0,44243.29,Friday,February,False
2024-02-23,XRAY_B08,X-Ray Machine,Radiology,12,8.34,0.695,17,1001.28,155.23,2445.93,Friday,February,False
2024-02-23,US_C09,Ultrasound,Radiology,10,5.41,0.541,15,459.57,0.0,2960.37,Friday,February,False
2024-02-23,MAMMO_A10,Mammography Unit,Women's Health,8,5.08,0.635,5,762.42,212.98,1577.6,Friday,February,False
2024-02-23,MRI_B11,MRI Scanner,Radiology,16,9.33,0.583,30,4199.08,0.0,39588.69,Friday,February,False
2024-02-23,CT_C12,CT Scanner,Radiology,20,19.99,0.999,51,7594.98,0.0,45656.18,Friday,February,False
2024-02-24,MRI_A01,MRI Scanner,Radiology,16,5.97,0.373,18,2688.58,0.0,20248.54,Saturday,February,True
2024-02-24,CT_B02,CT Scanner,Radiology,20,7.12,0.356,16,2705.74,0.0,13247.94,Saturday,February,True
2024-02-24,XRAY_C03,X-Ray Machine,Radiology,12,3.07,0.255,9,367.81,0.0,1288.26,Saturday,February,True
2024-02-24,US_A04,Ultrasound,Radiology,10,2.62,0.262,7,223.0,0.0,1315.06,Saturday,February,True
2024-02-24,MAMMO_B05,Mammography Unit,Women's Health,8,2.06,0.257,6,308.28,0.0,1426.21,Saturday,February,True
2024-02-24,MRI_C06,MRI Scanner,Radiology,16,3.77,0.235,8,1694.36,0.0,9000.63,Saturday,February,True
2024-02-24,CT_A07,CT Scanner,Radiology,20,6.62,0.331,14,2516.69,0.0,9820.99,Saturday,February,True
2024-02-24,XRAY_B08,X-Ray Machine,Radiology,12,4.23,0.353,12,508.08,232.58,1595.22,Saturday,February,True
2024-02-24,US_C09,Ultrasound,Radiology,10,2.67,0.267,6,227.04,0.0,1232.22,Saturday,February,True
2024-02-24,MAMMO_A10,Mammography Unit,Women's Health,8,2.89,0.361,9,433.25,0.0,2343.3,Saturday,February,True
2024-02-24,MRI_B11,MRI Scanner,Radiology,16,4.88,0.305,15,2196.21,253.71,20747.14,Saturday,February,True
2024-02-24,CT_C12,CT Scanner,Radiology,20,6.11,0.305,16,2321.11,0.0,14827.07,Saturday,February,True
2024-02-25,MRI_A01,MRI Scanner,Radiology,16,5.24,0.328,13,2360.1,0.0,16085.64,Sunday,February,True
2024-02-25,CT_B02,CT Scanner,Radiology,20,7.55,0.378,20,2870.05,0.0,16141.46,Sunday,February,True
2024-02-25,XRAY_C03,X-Ray Machine,Radiology,12,3.46,0.289,11,415.66,0.0,1614.02,Sunday,February,True
2024-02-25,US_A04,Ultrasound,Radiology,10,2.4,0.24,4,203.71,0.0,770.36,Sunday,February,True
2024-02-25,MAMMO_B05,Mammography Unit,Women's Health,8,1.02,0.128,2,153.07,0.0,545.11,Sunday,February,True
2024-02-25,MRI_C06,MRI Scanner,Radiology,16,5.01,0.313,11,2256.02,0.0,13874.25,Sunday,February,True
2024-02-25,CT_A07,CT Scanner,Radiology,20,7.79,0.389,16,2959.96,0.0,15630.52,Sunday,February,True
2024-02-25,XRAY_B08,X-Ray Machine,Radiology,12,3.2,0.267,7,384.59,0.0,926.56,Sunday,February,True
